RecordID,Date,City,State,Season,Temperature_C,Humidity_%,WindSpeed_kmph,Precipitation_mm,AirPressure_hPa,WeatherCondition
838,2024-03-15,Mumbai,Maharashtra,Summer,24.2,88,15.4,0.51,1019.0,Rain
839,2024-05-02,Mumbai,Maharashtra,Monsoon,31.6,39,7.1,6.49,1024.4,Fog
840,2024-05-29,Ahmedabad,Gujarat,Autumn,28.5,75,14.6,0.73,1008.7,Storm
841,2022-07-04,Hyderabad,Telangana,Autumn,21.7,59,28.0,1.59,1018.4,Fog
842,2023-03-22,Ahmedabad,Gujarat,Winter,16.9,81,20.7,2.07,1001.3,Cloudy
843,2022-07-08,Bangalore,Karnataka,Winter,25.2,48,3.3,0.56,1002.9,Fog
844,2023-04-22,Kolkata,West Bengal,Autumn,23.4,82,12.4,0.47,1013.7,Cloudy
845,2024-03-31,Pune,Maharashtra,Autumn,28.0,81,1.1,1.16,1014.5,Fog
846,2022-12-12,Mumbai,Maharashtra,Winter,18.6,55,20.2,0.77,1006.3,Storm
847,2022-07-19,Lucknow,Uttar Pradesh,Monsoon,31.8,91,7.9,3.11,1004.0,Cloudy
848,2022-04-20,Kolkata,West Bengal,Summer,30.4,69,32.8,0.22,1014.7,Haze
849,2023-10-16,Chennai,Tamil Nadu,Autumn,26.1,72,4.6,0.34,1014.4,Cloudy
850,2023-11-02,Delhi,Delhi,Autumn,26.2,59,15.0,1.25,990.3,Fog
851,2023-04-16,Hyderabad,Telangana,Winter,17.4,46,27.6,0.22,1003.5,Fog
852,2023-09-26,Bangalore,Karnataka,Summer,32.8,52,30.7,0.21,1008.7,Rain
853,2022-06-14,Delhi,Delhi,Winter,20.6,92,17.3,0.08,1006.8,Fog
854,2024-02-27,Mumbai,Maharashtra,Monsoon,23.9,73,20.2,0.96,1014.7,Haze
855,2022-12-23,Delhi,Delhi,Autumn,22.9,47,27.3,0.09,1013.5,Haze
856,2023-04-18,Lucknow,Uttar Pradesh,Monsoon,26.2,65,11.0,4.13,1002.7,Sunny
857,2022-11-20,Ahmedabad,Gujarat,Monsoon,30.5,79,27.8,1.03,998.2,Storm
858,2023-12-17,Ahmedabad,Gujarat,Autumn,28.5,58,15.3,2.66,1011.8,Fog
859,2023-08-13,Kolkata,West Bengal,Winter,14.0,62,5.6,1.32,998.4,Sunny
860,2023-12-04,Pune,Maharashtra,Summer,35.1,76,28.6,0.42,1013.4,Rain
861,2023-12-26,Hyderabad,Telangana,Monsoon,24.6,65,28.8,2.78,1005.6,Haze
862,2023-01-23,Delhi,Delhi,Winter,17.8,84,6.5,0.79,1018.4,Haze
863,2022-05-24,Chennai,Tamil Nadu,Monsoon,35.8,64,6.5,5.79,999.9,Haze
864,2023-07-07,Kolkata,West Bengal,Summer,23.9,36,3.7,0.44,1017.7,Sunny
865,2023-02-21,Pune,Maharashtra,Monsoon,28.6,69,8.9,2.19,1010.3,Fog
866,2022-03-30,Kolkata,West Bengal,Winter,12.2,51,19.8,3.12,1005.6,Sunny
867,2022-08-12,Jaipur,Rajasthan,Summer,37.9,36,10.5,0.43,1011.4,Cloudy
868,2023-10-31,Jaipur,Rajasthan,Summer,37.8,86,1.1,0.16,1002.0,Fog
869,2023-12-25,Bangalore,Karnataka,Winter,16.7,60,17.3,0.48,1008.9,Haze
870,2023-10-06,Pune,Maharashtra,Summer,32.0,92,32.4,0.15,1016.9,Storm
871,2023-09-20,Kolkata,West Bengal,Winter,24.8,68,14.3,1.13,1005.0,Cloudy
872,2022-04-01,Jaipur,Rajasthan,Winter,16.0,84,6.0,3.94,1004.3,Sunny
873,2023-09-08,Bangalore,Karnataka,Summer,30.0,85,15.4,2.79,1007.3,Sunny
874,2022-08-15,Mumbai,Maharashtra,Monsoon,25.1,63,11.0,3.04,1025.3,Cloudy
875,2024-01-01,Pune,Maharashtra,Summer,29.8,63,15.6,1.94,1018.5,Sunny
876,2023-01-29,Pune,Maharashtra,Autumn,21.0,76,34.8,0.9,1002.8,Cloudy
877,2022-09-06,Kolkata,West Bengal,Summer,32.2,92,7.8,1.0,1014.2,Sunny
878,2023-01-07,Ahmedabad,Gujarat,Monsoon,31.0,67,30.4,5.12,1017.5,Storm
879,2023-04-30,Bangalore,Karnataka,Summer,28.2,76,34.9,0.45,1016.0,Rain
880,2023-10-16,Jaipur,Rajasthan,Monsoon,29.8,88,7.1,0.02,1011.9,Cloudy
881,2023-09-12,Lucknow,Uttar Pradesh,Autumn,23.3,74,30.3,0.34,1007.9,Cloudy
882,2022-03-10,Delhi,Delhi,Autumn,34.2,43,29.8,0.07,1006.4,Storm
883,2024-02-01,Lucknow,Uttar Pradesh,Winter,14.6,56,16.9,0.94,1017.5,Cloudy
884,2024-06-14,Kolkata,West Bengal,Autumn,28.1,73,19.4,0.1,1015.0,Rain
885,2023-11-28,Mumbai,Maharashtra,Autumn,28.7,55,28.8,0.69,1010.7,Haze
886,2024-05-20,Pune,Maharashtra,Summer,38.4,62,8.1,0.8,1015.3,Sunny
887,2023-08-17,Chennai,Tamil Nadu,Autumn,22.9,64,18.8,0.48,1012.4,Fog
888,2024-03-15,Kolkata,West Bengal,Summer,36.0,85,10.9,0.51,1019.7,Storm
889,2022-11-18,Kolkata,West Bengal,Monsoon,25.5,66,10.8,6.0,1016.7,Rain
890,2022-05-13,Chennai,Tamil Nadu,Autumn,32.0,75,27.4,0.1,1019.1,Haze
891,2023-12-26,Hyderabad,Telangana,Summer,41.9,74,24.3,0.21,1013.2,Cloudy
892,2024-05-11,Mumbai,Maharashtra,Summer,39.1,84,15.7,0.93,1025.8,Fog
893,2022-01-16,Kolkata,West Bengal,Winter,14.5,45,28.8,0.26,1011.1,Cloudy
894,2023-04-23,Pune,Maharashtra,Winter,19.5,60,0.8,0.46,1009.5,Haze
895,2022-10-05,Lucknow,Uttar Pradesh,Summer,36.1,45,12.6,0.04,998.9,Haze
896,2022-04-08,Lucknow,Uttar Pradesh,Monsoon,26.7,62,0.5,3.52,1011.4,Fog
897,2023-09-06,Pune,Maharashtra,Summer,31.4,94,34.6,1.64,1012.0,Storm
898,2024-02-05,Mumbai,Maharashtra,Summer,34.1,72,34.0,0.87,1017.2,Fog
899,2024-06-06,Chennai,Tamil Nadu,Monsoon,26.7,58,18.6,0.07,999.5,Haze
900,2023-02-12,Lucknow,Uttar Pradesh,Winter,20.0,77,9.8,0.29,1005.1,Haze
901,2024-05-03,Mumbai,Maharashtra,Summer,27.2,55,33.1,2.82,1015.5,Storm
902,2023-11-16,Delhi,Delhi,Monsoon,28.9,60,21.3,0.89,1015.4,Rain
903,2023-03-31,Jaipur,Rajasthan,Winter,22.0,52,4.5,0.98,1005.2,Storm
904,2023-05-05,Ahmedabad,Gujarat,Autumn,26.8,62,23.0,0.08,1015.4,Cloudy
905,2023-01-25,Chennai,Tamil Nadu,Winter,24.2,44,14.7,0.34,1005.9,Sunny
906,2024-05-14,Pune,Maharashtra,Summer,28.3,48,21.7,1.02,1001.4,Storm
907,2024-04-19,Delhi,Delhi,Summer,36.5,70,5.2,1.16,1015.1,Fog
908,2023-03-08,Kolkata,West Bengal,Autumn,29.4,40,7.5,0.7,1013.2,Sunny
909,2022-02-07,Delhi,Delhi,Autumn,27.0,39,19.6,1.16,1022.5,Fog
910,2022-03-24,Bangalore,Karnataka,Autumn,27.9,43,31.9,0.69,1008.7,Cloudy
911,2022-06-06,Jaipur,Rajasthan,Summer,29.5,72,8.5,0.82,1018.8,Storm
912,2023-01-23,Pune,Maharashtra,Summer,28.3,75,17.5,0.88,1010.7,Cloudy
913,2024-02-24,Kolkata,West Bengal,Summer,31.1,51,10.1,0.77,1011.1,Cloudy
914,2023-02-06,Jaipur,Rajasthan,Winter,15.9,47,23.9,0.68,1014.4,Cloudy
915,2023-05-01,Lucknow,Uttar Pradesh,Winter,12.1,53,24.0,6.06,1008.2,Fog
916,2022-11-30,Mumbai,Maharashtra,Monsoon,28.1,60,5.6,7.99,1015.9,Cloudy
917,2023-08-27,Ahmedabad,Gujarat,Winter,15.5,45,7.3,2.17,1012.0,Cloudy
918,2023-08-06,Chennai,Tamil Nadu,Winter,23.0,49,31.9,1.58,1019.5,Rain
919,2022-12-20,Ahmedabad,Gujarat,Monsoon,26.7,74,13.9,0.16,1012.3,Fog
920,2023-12-17,Chennai,Tamil Nadu,Summer,32.0,49,11.7,0.69,1019.9,Fog
921,2023-04-20,Ahmedabad,Gujarat,Autumn,24.0,36,6.9,0.73,1004.4,Sunny
922,2022-05-16,Kolkata,West Bengal,Winter,24.1,47,29.7,0.83,1009.3,Storm
923,2023-05-20,Mumbai,Maharashtra,Winter,24.6,70,16.3,4.83,1006.7,Rain
924,2022-10-07,Lucknow,Uttar Pradesh,Winter,18.4,67,23.2,0.53,1011.5,Cloudy
925,2022-03-29,Pune,Maharashtra,Monsoon,30.6,38,10.6,1.97,1014.9,Cloudy
926,2023-09-17,Ahmedabad,Gujarat,Monsoon,29.4,81,26.0,0.94,1029.9,Sunny
927,2022-06-25,Kolkata,West Bengal,Winter,19.5,67,23.1,0.67,1000.2,Sunny
928,2023-01-29,Delhi,Delhi,Winter,16.1,80,18.0,0.6,1006.0,Fog
929,2022-06-15,Bangalore,Karnataka,Summer,24.8,64,4.6,0.12,1016.9,Storm
930,2022-07-13,Ahmedabad,Gujarat,Autumn,24.3,61,27.5,1.17,1006.9,Rain
931,2023-09-24,Kolkata,West Bengal,Summer,31.7,60,2.6,0.2,1000.1,Sunny
932,2023-07-16,Lucknow,Uttar Pradesh,Monsoon,33.1,69,14.4,3.93,1019.2,Haze
933,2023-11-03,Chennai,Tamil Nadu,Summer,24.0,66,32.7,1.72,1025.8,Cloudy
934,2022-02-11,Delhi,Delhi,Summer,35.0,57,22.3,1.15,1024.4,Cloudy
935,2023-03-31,Hyderabad,Telangana,Autumn,20.6,37,24.0,0.41,1012.9,Storm
936,2022-06-19,Mumbai,Maharashtra,Autumn,26.5,50,32.7,0.56,1034.9,Storm
937,2023-07-10,Delhi,Delhi,Monsoon,27.2,58,30.2,1.33,1013.3,Cloudy
938,2023-11-29,Jaipur,Rajasthan,Summer,30.4,77,14.7,0.18,1006.5,Fog
939,2022-01-23,Lucknow,Uttar Pradesh,Autumn,25.8,66,3.6,0.38,1001.7,Cloudy
940,2024-02-22,Kolkata,West Bengal,Winter,20.6,64,29.0,0.6,1014.8,Haze
941,2023-06-24,Lucknow,Uttar Pradesh,Winter,23.6,88,4.2,1.69,1004.1,Fog
942,2022-01-13,Delhi,Delhi,Summer,29.2,91,18.5,4.23,1005.3,Cloudy
943,2024-03-04,Pune,Maharashtra,Winter,22.8,79,18.9,1.63,1013.3,Haze
944,2022-08-30,Chennai,Tamil Nadu,Autumn,23.4,78,19.3,3.02,1004.7,Rain
945,2023-01-25,Jaipur,Rajasthan,Winter,19.1,70,9.9,0.33,1001.6,Rain
946,2023-11-16,Delhi,Delhi,Winter,17.6,45,33.7,0.16,1005.8,Haze
947,2024-06-11,Bangalore,Karnataka,Winter,20.6,92,25.9,1.95,1003.7,Haze
948,2024-06-15,Jaipur,Rajasthan,Monsoon,30.6,59,10.6,1.27,1012.7,Rain
949,2024-03-04,Ahmedabad,Gujarat,Monsoon,34.4,89,31.4,1.24,1016.8,Sunny
950,2022-02-19,Jaipur,Rajasthan,Summer,29.8,62,4.0,0.63,1011.0,Fog
951,2023-08-16,Jaipur,Rajasthan,Monsoon,33.4,54,32.4,3.64,1005.9,Cloudy
952,2023-01-16,Bangalore,Karnataka,Autumn,22.8,67,4.9,0.03,1014.6,Haze
953,2022-08-13,Jaipur,Rajasthan,Autumn,21.9,93,20.3,0.15,1003.1,Rain
954,2022-09-10,Kolkata,West Bengal,Autumn,26.9,77,25.3,0.57,1001.0,Storm
955,2022-07-02,Ahmedabad,Gujarat,Autumn,22.7,38,8.5,0.37,996.0,Cloudy
956,2024-04-09,Lucknow,Uttar Pradesh,Summer,30.1,91,16.4,1.0,1013.4,Sunny
957,2024-04-30,Bangalore,Karnataka,Autumn,31.7,41,7.8,1.19,1016.5,Cloudy
958,2023-09-18,Pune,Maharashtra,Monsoon,27.0,83,17.2,3.36,1018.6,Rain
959,2022-01-02,Delhi,Delhi,Autumn,26.3,66,30.1,0.56,1005.7,Storm
960,2023-04-14,Lucknow,Uttar Pradesh,Monsoon,28.7,61,2.9,3.82,1020.8,Sunny
961,2022-06-08,Jaipur,Rajasthan,Monsoon,26.9,94,28.6,6.58,995.9,Cloudy
962,2024-05-05,Chennai,Tamil Nadu,Winter,12.6,46,25.7,0.33,1017.9,Sunny
963,2022-06-12,Pune,Maharashtra,Monsoon,29.5,59,11.3,2.11,999.3,Cloudy
964,2022-04-01,Bangalore,Karnataka,Summer,31.4,73,17.4,0.15,1010.1,Rain
965,2023-09-24,Delhi,Delhi,Winter,18.3,92,28.9,0.99,1002.5,Storm
966,2023-02-12,Chennai,Tamil Nadu,Summer,36.2,41,0.4,0.48,1013.2,Sunny
967,2022-01-08,Hyderabad,Telangana,Autumn,26.5,85,25.9,0.16,1013.7,Sunny
968,2024-03-14,Pune,Maharashtra,Monsoon,24.9,45,24.9,0.67,1008.7,Fog
969,2022-11-01,Hyderabad,Telangana,Monsoon,28.4,83,30.1,1.77,1001.4,Fog
970,2022-06-13,Hyderabad,Telangana,Monsoon,23.4,49,21.6,8.79,993.6,Haze
971,2022-06-02,Delhi,Delhi,Autumn,27.7,49,17.8,0.39,1021.2,Fog
972,2023-12-20,Hyderabad,Telangana,Summer,31.4,58,32.1,0.06,1005.1,Sunny
973,2023-09-16,Mumbai,Maharashtra,Monsoon,33.4,60,32.1,3.9,1004.3,Sunny
974,2022-09-21,Jaipur,Rajasthan,Autumn,24.3,83,18.5,1.78,1018.4,Sunny
975,2023-02-18,Jaipur,Rajasthan,Monsoon,25.6,54,26.9,1.22,1003.8,Rain
976,2024-02-04,Lucknow,Uttar Pradesh,Autumn,23.2,55,34.8,2.17,1012.4,Sunny
977,2022-09-02,Hyderabad,Telangana,Monsoon,29.9,39,16.6,0.59,1011.2,Sunny
978,2023-11-09,Ahmedabad,Gujarat,Winter,29.2,44,24.7,1.0,1011.5,Sunny
979,2023-01-31,Mumbai,Maharashtra,Monsoon,25.6,66,27.5,2.4,1007.3,Sunny
980,2023-05-13,Pune,Maharashtra,Monsoon,21.9,63,26.0,3.0,994.3,Haze
981,2022-05-11,Delhi,Delhi,Summer,29.6,93,17.4,0.44,1017.4,Fog
982,2023-10-16,Bangalore,Karnataka,Summer,30.6,40,1.9,1.49,1010.1,Haze
983,2022-09-14,Delhi,Delhi,Monsoon,31.6,59,11.3,3.32,1008.5,Storm
984,2024-02-26,Delhi,Delhi,Monsoon,26.6,66,33.5,1.94,1009.8,Cloudy
985,2022-09-26,Bangalore,Karnataka,Winter,16.2,93,32.9,1.1,1007.2,Storm
986,2024-03-12,Pune,Maharashtra,Monsoon,27.5,65,28.4,5.62,1015.0,Storm
987,2023-08-20,Mumbai,Maharashtra,Summer,30.9,36,3.8,1.02,1001.4,Storm
988,2024-01-25,Hyderabad,Telangana,Autumn,27.9,46,1.6,0.36,1025.8,Storm
989,2022-04-21,Jaipur,Rajasthan,Winter,19.8,80,32.9,1.6,1010.3,Rain
990,2023-03-08,Ahmedabad,Gujarat,Winter,9.1,64,9.1,0.32,1009.5,Fog
991,2023-07-24,Hyderabad,Telangana,Winter,27.1,69,29.9,0.16,1018.8,Cloudy
992,2024-02-27,Hyderabad,Telangana,Autumn,25.9,44,15.0,0.76,1025.3,Haze
993,2022-08-24,Jaipur,Rajasthan,Monsoon,28.7,71,19.1,5.44,997.4,Cloudy
994,2023-10-27,Pune,Maharashtra,Winter,17.9,80,6.8,1.5,1024.6,Haze
995,2022-07-09,Kolkata,West Bengal,Autumn,27.2,65,28.8,1.34,1002.1,Haze
996,2023-12-29,Delhi,Delhi,Winter,10.9,50,19.0,0.27,1010.6,Cloudy
997,2022-07-16,Ahmedabad,Gujarat,Autumn,25.8,80,29.4,0.17,1008.3,Haze
998,2022-12-05,Chennai,Tamil Nadu,Summer,33.4,81,23.2,0.41,1014.5,Haze
999,2023-03-16,Hyderabad,Telangana,Summer,35.2,84,25.1,0.78,1024.6,Storm
1000,2023-04-08,Jaipur,Rajasthan,Autumn,26.0,70,34.8,0.8,1005.1,Sunny
1001,2024-02-06,Delhi,Delhi,Monsoon,28.4,52,13.0,3.4,995.5,Haze
1002,2023-03-06,Pune,Maharashtra,Autumn,20.4,88,7.7,4.45,1006.6,Sunny
1003,2023-08-22,Delhi,Delhi,Monsoon,29.3,84,16.7,0.25,1010.9,Haze
1004,2022-04-04,Mumbai,Maharashtra,Summer,24.8,80,0.6,0.5,1003.0,Cloudy
1005,2022-12-25,Jaipur,Rajasthan,Autumn,27.5,61,30.4,0.47,1001.8,Rain
1006,2023-05-29,Delhi,Delhi,Summer,28.6,62,30.8,1.32,1008.7,Storm
1007,2024-04-04,Bangalore,Karnataka,Summer,43.2,73,14.2,0.23,1019.8,Sunny
1008,2022-06-06,Delhi,Delhi,Winter,17.7,94,28.8,0.8,1009.2,Haze
1009,2023-10-09,Ahmedabad,Gujarat,Summer,33.0,44,22.6,2.08,1025.6,Rain
1010,2022-05-26,Jaipur,Rajasthan,Monsoon,24.2,78,32.3,0.83,1000.2,Haze
1011,2024-02-25,Ahmedabad,Gujarat,Monsoon,27.5,58,16.5,7.32,1013.4,Sunny
1012,2022-07-28,Kolkata,West Bengal,Monsoon,29.9,78,19.3,17.68,1013.4,Rain
1013,2023-06-12,Hyderabad,Telangana,Monsoon,24.4,60,34.2,0.86,1002.4,Sunny
1014,2023-11-18,Hyderabad,Telangana,Monsoon,24.3,51,5.2,2.89,1006.8,Cloudy
1015,2022-08-14,Jaipur,Rajasthan,Monsoon,27.3,67,4.2,7.6,1010.9,Haze
1016,2022-03-21,Delhi,Delhi,Winter,24.2,67,30.8,0.02,1010.4,Rain
1017,2022-04-06,Hyderabad,Telangana,Autumn,29.7,80,7.5,0.99,1016.0,Cloudy
1018,2022-08-30,Kolkata,West Bengal,Monsoon,24.9,79,15.8,8.06,1013.0,Cloudy
1019,2023-10-24,Lucknow,Uttar Pradesh,Winter,29.0,68,22.7,1.86,1003.0,Haze
1020,2022-04-01,Ahmedabad,Gujarat,Autumn,22.3,36,12.5,0.03,1001.5,Fog
1021,2023-10-06,Jaipur,Rajasthan,Summer,33.3,93,13.2,3.16,1026.5,Haze
1022,2024-02-20,Lucknow,Uttar Pradesh,Winter,9.3,66,27.8,2.75,1015.4,Cloudy
1023,2022-10-24,Lucknow,Uttar Pradesh,Winter,20.3,77,11.3,0.94,1007.5,Storm
1024,2022-11-26,Chennai,Tamil Nadu,Autumn,30.2,79,31.8,1.03,1017.4,Cloudy
1025,2023-04-30,Bangalore,Karnataka,Winter,19.1,53,12.4,0.54,1009.7,Rain
1026,2023-06-07,Mumbai,Maharashtra,Monsoon,25.9,38,14.4,3.2,1005.3,Fog
1027,2024-05-13,Lucknow,Uttar Pradesh,Monsoon,28.1,86,8.3,3.48,1012.4,Sunny
1028,2023-10-18,Bangalore,Karnataka,Autumn,16.0,36,4.0,0.57,1009.8,Cloudy
1029,2023-12-11,Delhi,Delhi,Winter,17.4,87,30.3,1.74,1002.3,Storm
1030,2024-03-28,Delhi,Delhi,Summer,40.4,60,2.5,0.65,1006.8,Fog
1031,2024-06-17,Bangalore,Karnataka,Monsoon,32.3,57,16.4,3.95,1002.7,Sunny
1032,2023-03-27,Mumbai,Maharashtra,Summer,41.4,65,26.9,1.6,1012.7,Fog
1033,2022-08-30,Kolkata,West Bengal,Autumn,29.0,50,15.2,0.56,1018.5,Sunny
1034,2022-04-12,Jaipur,Rajasthan,Monsoon,26.5,58,23.9,3.31,1000.9,Haze
1035,2023-05-09,Chennai,Tamil Nadu,Monsoon,26.0,67,7.0,7.33,1019.7,Haze
1036,2024-05-25,Ahmedabad,Gujarat,Summer,40.0,87,8.1,0.66,1002.0,Storm
1037,2024-03-19,Jaipur,Rajasthan,Autumn,25.7,62,13.7,1.4,1007.5,Rain
1038,2022-09-05,Pune,Maharashtra,Monsoon,28.1,79,15.1,6.6,1007.4,Storm
1039,2023-10-20,Ahmedabad,Gujarat,Winter,19.4,61,30.8,0.86,1000.7,Sunny
1040,2022-03-20,Bangalore,Karnataka,Monsoon,30.7,91,24.2,0.25,1021.5,Haze
1041,2022-07-11,Ahmedabad,Gujarat,Autumn,24.8,85,28.3,1.04,1009.8,Cloudy
1042,2022-01-24,Pune,Maharashtra,Winter,21.8,73,28.5,2.12,1009.4,Fog
1043,2022-06-14,Delhi,Delhi,Autumn,27.3,39,25.5,0.89,1002.5,Rain
1044,2023-04-21,Pune,Maharashtra,Summer,35.4,35,30.9,0.23,1003.3,Fog
1045,2024-06-11,Jaipur,Rajasthan,Monsoon,26.2,51,25.2,2.61,1018.9,Fog
1046,2023-01-11,Delhi,Delhi,Monsoon,27.2,49,8.4,9.9,1021.7,Fog
1047,2023-05-16,Hyderabad,Telangana,Summer,32.0,49,24.6,0.08,1008.0,Cloudy
1048,2023-11-03,Ahmedabad,Gujarat,Winter,11.0,36,10.2,0.11,1005.9,Sunny
1049,2023-01-10,Mumbai,Maharashtra,Autumn,30.8,71,5.6,1.18,1006.7,Storm
1050,2023-11-23,Delhi,Delhi,Summer,31.7,49,16.2,1.05,1010.2,Fog
1051,2022-10-06,Lucknow,Uttar Pradesh,Monsoon,26.6,60,11.2,2.87,1011.4,Rain
1052,2023-10-15,Hyderabad,Telangana,Winter,21.6,79,31.6,1.89,1006.1,Haze
1053,2022-02-20,Delhi,Delhi,Autumn,26.2,64,18.4,1.08,1002.6,Cloudy
1054,2023-12-08,Jaipur,Rajasthan,Summer,32.1,87,9.6,0.57,1013.1,Storm
1055,2024-01-17,Lucknow,Uttar Pradesh,Summer,32.1,92,16.8,2.61,1011.0,Storm
1056,2022-09-15,Kolkata,West Bengal,Winter,17.1,40,21.7,0.04,1013.6,Rain
1057,2023-10-16,Kolkata,West Bengal,Autumn,29.2,68,18.8,1.18,1018.6,Fog
1058,2024-01-22,Delhi,Delhi,Monsoon,33.7,52,9.7,0.52,1015.9,Haze
1059,2024-04-08,Mumbai,Maharashtra,Summer,35.8,42,14.4,0.7,1026.7,Storm
1060,2023-11-20,Delhi,Delhi,Autumn,29.3,45,19.6,0.69,1008.5,Cloudy
1061,2024-03-22,Hyderabad,Telangana,Summer,35.5,45,28.9,0.45,1010.2,Haze
1062,2022-04-19,Delhi,Delhi,Winter,26.3,40,21.6,1.23,1015.2,Cloudy
1063,2023-12-07,Pune,Maharashtra,Autumn,24.3,37,30.2,4.02,1011.3,Rain
1064,2023-04-07,Bangalore,Karnataka,Monsoon,31.8,48,30.0,1.68,999.3,Sunny
1065,2023-06-09,Kolkata,West Bengal,Autumn,29.0,81,30.0,1.33,1011.0,Haze
1066,2022-09-21,Ahmedabad,Gujarat,Winter,10.8,89,9.0,0.99,1014.6,Storm
1067,2023-03-03,Delhi,Delhi,Autumn,24.3,80,25.6,3.96,1000.2,Fog
1068,2024-03-24,Pune,Maharashtra,Monsoon,32.0,44,22.1,6.42,1015.7,Rain
1069,2022-02-03,Ahmedabad,Gujarat,Autumn,29.1,78,31.9,0.82,1011.9,Rain
1070,2023-08-30,Chennai,Tamil Nadu,Autumn,22.8,68,0.5,0.1,1011.6,Fog
1071,2023-05-11,Jaipur,Rajasthan,Monsoon,27.7,87,16.2,1.26,1014.8,Sunny
1072,2023-11-28,Jaipur,Rajasthan,Summer,34.0,73,2.9,0.42,1003.7,Cloudy
1073,2023-09-05,Pune,Maharashtra,Autumn,23.8,55,22.5,0.18,1012.0,Haze
1074,2023-05-21,Bangalore,Karnataka,Autumn,26.9,81,30.7,0.3,1015.7,Sunny
1075,2022-01-07,Lucknow,Uttar Pradesh,Autumn,21.9,53,18.9,0.16,1011.9,Fog
1076,2023-08-29,Ahmedabad,Gujarat,Monsoon,27.0,64,24.2,1.95,1013.6,Haze
1077,2023-04-09,Delhi,Delhi,Summer,36.1,76,20.4,0.07,1018.6,Rain
1078,2022-08-30,Hyderabad,Telangana,Winter,16.9,50,32.9,0.33,1009.0,Sunny
1079,2023-11-07,Ahmedabad,Gujarat,Autumn,24.3,76,19.3,0.92,1026.5,Sunny
1080,2022-06-17,Lucknow,Uttar Pradesh,Summer,32.7,68,6.5,0.22,1017.1,Cloudy
1081,2023-12-06,Kolkata,West Bengal,Autumn,17.8,41,27.7,0.74,1021.9,Fog
1082,2023-10-31,Jaipur,Rajasthan,Winter,14.6,78,15.4,0.0,1013.4,Haze
1083,2024-02-08,Bangalore,Karnataka,Monsoon,28.8,35,16.7,0.2,998.4,Rain
1084,2022-10-24,Ahmedabad,Gujarat,Winter,19.3,65,2.4,1.31,1008.2,Storm
1085,2022-11-27,Mumbai,Maharashtra,Summer,39.5,93,18.8,0.08,1012.3,Haze
1086,2023-04-14,Mumbai,Maharashtra,Autumn,23.1,37,22.8,0.95,1014.9,Sunny
1087,2023-04-02,Chennai,Tamil Nadu,Autumn,25.8,85,0.7,1.33,1010.7,Haze
1088,2022-02-10,Hyderabad,Telangana,Monsoon,30.5,40,34.9,0.17,1011.1,Cloudy
1089,2023-11-16,Lucknow,Uttar Pradesh,Autumn,21.0,45,25.0,1.25,1019.6,Sunny
1090,2023-11-28,Ahmedabad,Gujarat,Summer,38.3,85,27.9,1.55,1008.5,Rain
1091,2023-02-07,Hyderabad,Telangana,Winter,15.5,80,16.7,1.32,1005.5,Haze
1092,2024-04-19,Bangalore,Karnataka,Winter,21.4,49,34.6,0.34,1010.8,Fog
1093,2023-02-19,Ahmedabad,Gujarat,Autumn,28.4,56,4.7,0.77,1008.5,Rain
1094,2023-04-07,Bangalore,Karnataka,Monsoon,32.6,93,19.0,0.04,1016.0,Storm
1095,2023-10-26,Kolkata,West Bengal,Autumn,27.5,82,7.7,3.1,992.2,Sunny
1096,2022-01-29,Jaipur,Rajasthan,Summer,40.3,49,22.1,1.87,1008.3,Sunny
1097,2023-01-03,Jaipur,Rajasthan,Autumn,25.3,64,25.5,0.89,1002.8,Haze
1098,2022-01-16,Jaipur,Rajasthan,Monsoon,22.4,68,2.9,1.05,1008.3,Cloudy
1099,2022-09-17,Lucknow,Uttar Pradesh,Monsoon,32.1,74,32.9,7.23,1013.1,Rain
1100,2024-04-07,Hyderabad,Telangana,Summer,35.7,82,6.1,0.71,1005.0,Sunny
1101,2022-01-02,Chennai,Tamil Nadu,Monsoon,27.7,74,20.6,4.16,1003.4,Fog
1102,2023-12-29,Kolkata,West Bengal,Winter,12.9,38,31.4,1.59,1019.3,Cloudy
1103,2023-02-16,Ahmedabad,Gujarat,Summer,38.7,94,6.6,0.87,1007.0,Haze
1104,2023-06-04,Hyderabad,Telangana,Winter,12.8,38,0.0,0.02,1011.7,Storm
1105,2022-02-02,Bangalore,Karnataka,Monsoon,27.3,49,9.1,4.96,1024.2,Sunny
1106,2023-06-10,Ahmedabad,Gujarat,Monsoon,27.1,77,7.2,1.85,1005.1,Rain
1107,2023-09-03,Mumbai,Maharashtra,Autumn,29.6,46,11.6,0.07,1016.4,Sunny
1108,2022-04-27,Pune,Maharashtra,Monsoon,24.3,53,13.4,4.5,1010.8,Sunny
1109,2024-05-13,Hyderabad,Telangana,Autumn,23.9,62,32.1,0.27,1012.7,Fog
1110,2023-11-25,Lucknow,Uttar Pradesh,Autumn,30.2,50,34.3,0.67,1021.6,Fog
1111,2022-06-28,Kolkata,West Bengal,Summer,34.7,92,23.4,5.49,997.6,Haze
1112,2022-09-28,Kolkata,West Bengal,Summer,33.1,65,22.9,0.84,999.1,Storm
1113,2023-09-10,Hyderabad,Telangana,Autumn,30.5,74,23.2,1.56,1004.6,Fog
